lang,full_text,processed_text,word_tokens,word_weights,polarity_score
in,"Lowongan Kerja Lidah Buaya Group

SALES

Kualifikasi :
Usia maksimal 35 tahun
Pendidikan minimal SMA/SMK sederajat
Sudah vaksin Covid-19 minimial dosis kedua
Penempatan di Purwokerto, Cirebon, dan Surabaya

Selengkapnya di:
https://t.co/melAx88169",lowongan kerja lidah buaya group sale kualifikasi usia maksimal 35 pendidikan minimal sma smk sederajat vaksin covid 19 minimial dosis penempatan purwokerto cirebon surabaya selengkapnya ,"['lowongan', 'kerja', 'lidah', 'buaya', 'group', 'sale', 'kualifikasi', 'usia', 'maksimal', '35', 'pendidikan', 'minimal', 'sma', 'smk', 'sederajat', 'vaksin', 'covid', '19', 'minimial', 'dosis', 'penempatan', 'purwokerto', 'cirebon', 'surabaya', 'selengkapnya']","[0, '2', 0, 0, 0, 0, '2', 0, '3', 0, 0, '-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '1']",5
in,"@ChaeliSastro @mizwarx Itu ikea sweden banding ga di pengadilan?
Karena sebelum covid, yg menang itu superman surabaya, akhirnya si DC banding",ikea sweden banding ga pengadilan covid yg menang superman surabaya si dc banding ,"['ikea', 'sweden', 'banding', 'ga', 'pengadilan', 'covid', 'yg', 'menang', 'superman', 'surabaya', 'si', 'dc', 'banding']","[0, 0, '3', 0, 0, 0, 0, '4', 0, 0, 0, 0, '3']",10
in,"canon event during college :
- dikatain orang kaya tapi sok miskin karena ga pernah jajan
- ikut proyekan buat bayar utang
- di todong ikut latian debat tiap hari pas covid
- mabok amer sambil ngurus UTS online sebagai kormat
- ditinggal temen ke isekai
- diculik ke surabaya",canon event during college dikatain orang kaya sok miskin ga jajan proyekan bayar utang todong latian debat pa covid mabok amer ngurus ut online kormat ditinggal temen isekai diculik surabaya ,"['canon', 'event', 'during', 'college', 'dikatain', 'orang', 'kaya', 'sok', 'miskin', 'ga', 'jajan', 'proyekan', 'bayar', 'utang', 'todong', 'latian', 'debat', 'pa', 'covid', 'mabok', 'amer', 'ngurus', 'ut', 'online', 'kormat', 'ditinggal', 'temen', 'isekai', 'diculik', 'surabaya']","[0, 0, 0, 0, '-3', 0, '2', 0, '-5', 0, 0, 0, '1', '-4', 0, 0, '3', '-5', 0, '-4', 0, 0, 0, 0, 0, '-4', 0, 0, 0, 0]",-19
in,@SapawargaSby @e100ss Museum Surabaya Siola kira kira dibuka lagi kapan ya? Sudah dari covid kemarin belum pernah buka https://t.co/Kl85DQxCmb,museum surabaya siola dibuka ya covid kemarin buka ,"['museum', 'surabaya', 'siola', 'dibuka', 'ya', 'covid', 'kemarin', 'buka']","[0, 0, 0, 0, '4', 0, 0, '3']",7
in,@gibran_tweet Repot emang mas gib. Dulu bu Risma di surabaya ga nge bolehin anggaran pembangunan gapura karena takutnya kayak gini. Sekarang after covid malah balapan bikin gapura.  😌,repot emang ma gib bu risma surabaya ga nge bolehin anggaran pembangunan gapura takutnya kayak gini after covid balapan bikin gapura ,"['repot', 'emang', 'ma', 'gib', 'bu', 'risma', 'surabaya', 'ga', 'nge', 'bolehin', 'anggaran', 'pembangunan', 'gapura', 'takutnya', 'kayak', 'gini', 'after', 'covid', 'balapan', 'bikin', 'gapura']","['-5', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-4', 0, '-3', 0, 0, 0, 0, 0, '-4']",-16
it,"E mi angoscio quanto la Francia sembri sempre più l’Italia di vent’anni fa e forse il mio dottore aveva ragione quando mi ha detto che ad ogni modo gli italiani fanno sempre tutto prima: il fascismo, il covid, l’estrema destra al governo.",mi angoscio quanto la francia sembri sempre pi italia vent anni fa forse il mio dottore aveva ragione quando mi ha detto che ad ogni modo gli italiani fanno sempre tutto prima il fascismo il covid estrema destra al governo ,"['mi', 'angoscio', 'quanto', 'la', 'francia', 'sembri', 'sempre', 'pi', 'italia', 'vent', 'anni', 'fa', 'forse', 'il', 'mio', 'dottore', 'aveva', 'ragione', 'quando', 'mi', 'ha', 'detto', 'che', 'ad', 'ogni', 'modo', 'gli', 'italiani', 'fanno', 'sempre', 'tutto', 'prima', 'il', 'fascismo', 'il', 'covid', 'estrema', 'destra', 'al', 'governo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '4', 0, 0, 0, 0, 0, 0, 0, 0]",4
in,@Miduk17 sudah kenal zaman covid pas berkunjung ke surabaya ngomonge kosro bentak bentak ke petugas pcr. sekarang mendadak dicitrakan baik palingan selesai pilpres mbalik asal,kenal zaman covid pa berkunjung surabaya ngomonge kosro bentak bentak petugas pcr mendadak dicitrakan palingan selesai pilpres mbalik ,"['kenal', 'zaman', 'covid', 'pa', 'berkunjung', 'surabaya', 'ngomonge', 'kosro', 'bentak', 'bentak', 'petugas', 'pcr', 'mendadak', 'dicitrakan', 'palingan', 'selesai', 'pilpres', 'mbalik']","['3', 0, 0, '-5', '-4', 0, 0, 0, '-5', '-5', '-3', 0, 0, 0, 0, '2', 0, 0]",-17
in,"Kadiv Is Edy Eko Putranto Memimpin Penangkapan Buronan Kasus Penipuan Dana Bansos Covid Asal Jepang

selengkapnya silahkan baca di:
https://t.co/dxU0leIbLf

#memorandum #surabaya #penangkapan #buronan #penipuan #danabansos #bansos #kriminal",kadiv is edy eko putranto memimpin penangkapan buronan penipuan dana bansos covid jepang selengkapnya silahkan baca surabaya penangkapan buronan penipuan danabansos bansos kriminal ,"['kadiv', 'is', 'edy', 'eko', 'putranto', 'memimpin', 'penangkapan', 'buronan', 'penipuan', 'dana', 'bansos', 'covid', 'jepang', 'selengkapnya', 'silahkan', 'baca', 'surabaya', 'penangkapan', 'buronan', 'penipuan', 'danabansos', 'bansos', 'kriminal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, '4', 0, 0, 0, '1', '3', '3', 0, 0, 0, 0, 0, 0, 0]",11
in,"Kondisi pasar properti di Surabaya sejak 2021-2022 atau pascapandemi Covid-19 memang cenderung membaik.
https://t.co/s00w1DwUCp",kondisi pasar properti surabaya 2021 2022 pascapandemi covid 19 cenderung membaik ,"['kondisi', 'pasar', 'properti', 'surabaya', '2021', '2022', 'pascapandemi', 'covid', '19', 'cenderung', 'membaik']","[0, 0, 0, 0, 0, 0, 0, 0, 0, '-2', '-3']",-5
in,@kompascom yang kurasakan di surabaya banyak toko sepi .. terlalu byk mall baru..bahkan sebelum era covid ato olshop kayak skr ya udah sepi..stand mall baru ga semua terisi apalagi yg pusat perbelanjaan lama..mangkrak...moga ada solusi yg lebih merata..ga cm tik tok 😑,kurasakan surabaya toko sepi byk mall era covid ato olshop kayak skr ya udah sepi stand mall ga terisi yg pusat perbelanjaan mangkrak moga solusi yg merata ga cm tik tok ,"['kurasakan', 'surabaya', 'toko', 'sepi', 'byk', 'mall', 'era', 'covid', 'ato', 'olshop', 'kayak', 'skr', 'ya', 'udah', 'sepi', 'stand', 'mall', 'ga', 'terisi', 'yg', 'pusat', 'perbelanjaan', 'mangkrak', 'moga', 'solusi', 'yg', 'merata', 'ga', 'cm', 'tik', 'tok']","[0, 0, 0, '-3', 0, 0, 0, 0, 0, 0, '-3', 0, '4', 0, '-3', 0, 0, 0, 0, 0, '3', 0, 0, '1', '3', 0, '1', 0, 0, 0, 0]",3
in,"@Kila_autumn @bittercaffeines @kegblgnunfaedh Bukan rukyah kok ini. Jd ini kayak sekumpulan org yg masuk ke tempat2 publik yg rame gt, terus ngebaca shalawat sama doa. Di madura sering soalnya, dulu pas covid di Suramadu sisi Surabaya pernah digiin juga tempat swabnya",rukyah jd kayak sekumpulan org yg masuk tempat2 publik yg rame gt ngebaca shalawat doa madura pa covid suramadu sisi surabaya digiin swabnya ,"['rukyah', 'jd', 'kayak', 'sekumpulan', 'org', 'yg', 'masuk', 'tempat2', 'publik', 'yg', 'rame', 'gt', 'ngebaca', 'shalawat', 'doa', 'madura', 'pa', 'covid', 'suramadu', 'sisi', 'surabaya', 'digiin', 'swabnya']","[0, 0, '-3', 0, 0, 0, '-3', 0, 0, 0, '2', 0, 0, 0, '4', 0, '-5', 0, 0, 0, 0, 0, 0]",-5
in,"Hal tsb diungkapkan Bupati @achmadfauzi_wy saat wawancara di Radio Suara Surabaya
Menurutnya pasca Pandemi Covid 19 yang paling dimungkinkan dijual untuk mendorong percepatan perekonomian adalah sektor pariwisata. https://t.co/2e2y2IrHsD",tsb bupati wawancara radio suara surabaya menurutnya pasca pandemi covid 19 dijual mendorong percepatan perekonomian sektor pariwisata ,"['tsb', 'bupati', 'wawancara', 'radio', 'suara', 'surabaya', 'menurutnya', 'pasca', 'pandemi', 'covid', '19', 'dijual', 'mendorong', 'percepatan', 'perekonomian', 'sektor', 'pariwisata']","[0, 0, '3', 0, '2', 0, 0, 0, '-5', 0, 0, 0, '-4', 0, 0, 0, 0]",-4
in,Pemkot Surabaya berharap gelaran Piala Dunia U-17 yang akan berlangsung di Stadion GBT bisa mendongkrak ekonomi masyarakat pasca pandemi Covid-19. https://t.co/whGvlz7eUl,pemkot surabaya berharap gelaran piala dunia 17 stadion gbt mendongkrak ekonomi masyarakat pasca pandemi covid 19 ,"['pemkot', 'surabaya', 'berharap', 'gelaran', 'piala', 'dunia', '17', 'stadion', 'gbt', 'mendongkrak', 'ekonomi', 'masyarakat', 'pasca', 'pandemi', 'covid', '19']","[0, 0, '4', 0, 0, '1', 0, 0, 0, 0, 0, 0, 0, '-5', 0, 0]",0
in,"@motomami29 Surabaya nih, sejak covid makin sepi.",surabaya nih covid sepi ,"['surabaya', 'nih', 'covid', 'sepi']","[0, 0, 0, '-3']",-3
in,[Kasus dokter gadungan atau dokteroid yang melibatkan pria lulusan SMA di Surabaya akhirnya terungkap. dr Anggi menyebut datanya dicatut saat pandemi COVID-19.  https://t.co/OhIt3Jt3Ve,dokter gadungan dokteroid melibatkan pria lulusan sma surabaya terungkap dr anggi menyebut datanya dicatut pandemi covid 19 ,"['dokter', 'gadungan', 'dokteroid', 'melibatkan', 'pria', 'lulusan', 'sma', 'surabaya', 'terungkap', 'dr', 'anggi', 'menyebut', 'datanya', 'dicatut', 'pandemi', 'covid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, '-3', 0, 0, '3', 0, 0, '-5', 0, 0]",-5
in,Kasus dokter gadungan atau dokteroid yang melibatkan pria lulusan SMA di Surabaya akhirnya terungkap. dr Anggi menyebut datanya dicatut saat pandemi COVID-19. https://t.co/hRzBIoq3qP,dokter gadungan dokteroid melibatkan pria lulusan sma surabaya terungkap dr anggi menyebut datanya dicatut pandemi covid 19 ,"['dokter', 'gadungan', 'dokteroid', 'melibatkan', 'pria', 'lulusan', 'sma', 'surabaya', 'terungkap', 'dr', 'anggi', 'menyebut', 'datanya', 'dicatut', 'pandemi', 'covid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, '-3', 0, 0, '3', 0, 0, '-5', 0, 0]",-5
in,"Covid-19 Subvarian Omicron BA.2.86 atau Subvarian Pirola dilaporkan tengah merebak di sejumlah negara, seperti di Amerika Serikat dan sebagian Eropa.
 
#surabaya #covid #opsi #kemenkes #wajibmasker
https://t.co/qnjb9M3c8B",covid 19 subvarian omicron ba 86 subvarian pirola dilaporkan merebak negara amerika serikat eropa surabaya covid opsi kemenkes wajibmasker ,"['covid', '19', 'subvarian', 'omicron', 'ba', '86', 'subvarian', 'pirola', 'dilaporkan', 'merebak', 'negara', 'amerika', 'serikat', 'eropa', 'surabaya', 'covid', 'opsi', 'kemenkes', 'wajibmasker']","[0, 0, 0, 0, 0, 0, 0, 0, 0, '-3', 0, 0, 0, 0, 0, 0, 0, 0, 0]",-3
in,"@matiketawa_ck @SeventhMhd @Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @al_lasan @Anak__Ogi @AntoniusCDN @Miduk17 @NgkongRoses @vita_AVP @Arindra__ lha indonesia gak ada covid gitu....?
nanti indonesia juga sampai surabaya,
panjang pendek lintasan emang gak di perhitungkan di awal🤭",lha indonesia gak covid gitu indonesia surabaya pendek lintasan emang gak perhitungkan ,"['lha', 'indonesia', 'gak', 'covid', 'gitu', 'indonesia', 'surabaya', 'pendek', 'lintasan', 'emang', 'gak', 'perhitungkan']","[0, 0, 0, 0, 0, 0, 0, '1', '-4', 0, 0, 0]",-3
in,"Pejabat² pemkot dimana² pake ilmu sendiri gatau drmn. ITB-Bandung ada sampah, Surabaya ada isu macet &amp; transum udh dikasi contekan sama ahlinya jg masi aja pake ilmu pelebaran jalan. Pemda² pas covid jg pake ilmu semprot² desinfektan itu dr ahli apa coba? Mau heran tp pemda.",pejabat pemkot dimana pake ilmu gatau drmn itb bandung sampah surabaya isu macet amp transum udh dikasi contekan ahlinya jg masi aja pake ilmu pelebaran jalan pemda pa covid jg pake ilmu semprot desinfektan dr ahli coba heran tp pemda ,"['pejabat', 'pemkot', 'dimana', 'pake', 'ilmu', 'gatau', 'drmn', 'itb', 'bandung', 'sampah', 'surabaya', 'isu', 'macet', 'amp', 'transum', 'udh', 'dikasi', 'contekan', 'ahlinya', 'jg', 'masi', 'aja', 'pake', 'ilmu', 'pelebaran', 'jalan', 'pemda', 'pa', 'covid', 'jg', 'pake', 'ilmu', 'semprot', 'desinfektan', 'dr', 'ahli', 'coba', 'heran', 'tp', 'pemda']","['-3', 0, 0, 0, '4', '-1', 0, 0, '-1', '-4', 0, '-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, '1', 0, '4', 0, 0, 0, '-5', 0, 0, 0, '4', '-5', 0, 0, 0, '2', '4', 0, 0]",-1
in,"@achmadnas99 @Pai_C1 Saya -/+ 9 THN hampir setiap Minggu kecuali jaman covid ga nentu setiap Minggu,awal2 dulu ga bisa tidur,setelah terbiasa kletek bayar langsung merem bangun2 sampai Madiun.
Dua terakhir pindah haluan naik tol langsung madiun - Surabaya",thn minggu kecuali jaman covid ga nentu minggu awal2 ga tidur terbiasa kletek bayar langsung merem bangun2 madiun pindah haluan tol langsung madiun surabaya ,"['thn', 'minggu', 'kecuali', 'jaman', 'covid', 'ga', 'nentu', 'minggu', 'awal2', 'ga', 'tidur', 'terbiasa', 'kletek', 'bayar', 'langsung', 'merem', 'bangun2', 'madiun', 'pindah', 'haluan', 'tol', 'langsung', 'madiun', 'surabaya']","[0, 0, 0, '-2', 0, 0, 0, 0, 0, 0, '3', '3', 0, '1', '3', '-2', 0, 0, '1', 0, 0, '3', 0, 0]",10
in,Prabowo Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #prabowo #prabowosubianto #prabowountuksemua https://t.co/gsJkqbVSGD,prabowo subianto puji kepemimpinan jokowi mengendalikan pandemi covid 19 suara surabaya prabowo prabowosubianto prabowountuksemua ,"['prabowo', 'subianto', 'puji', 'kepemimpinan', 'jokowi', 'mengendalikan', 'pandemi', 'covid', '19', 'suara', 'surabaya', 'prabowo', 'prabowosubianto', 'prabowountuksemua']","[0, 0, '4', 0, 0, 0, '-5', 0, 0, '2', 0, 0, 0, 0]",1
in,"Dulu tuh pas diterima kuliah di surabaya mikir rasanya pasti boring, kayak surabaya ada apa sih?. Tapi sekarang surabaya jadi kota yg ku rindukan. Dari mulai penghuni yg menemani kala itu, jalanan, makanan, dsb. Ga kebayang kalo gaada covid, segamon apa sama surabaya🧚🏻‍♀️🎀💖💐✨️",tuh pa diterima kuliah surabaya mikir boring kayak surabaya sih surabaya kota yg ku rindukan penghuni yg menemani jalanan makanan dsb ga kebayang kalo gaada covid segamon surabaya ,"['tuh', 'pa', 'diterima', 'kuliah', 'surabaya', 'mikir', 'boring', 'kayak', 'surabaya', 'sih', 'surabaya', 'kota', 'yg', 'ku', 'rindukan', 'penghuni', 'yg', 'menemani', 'jalanan', 'makanan', 'dsb', 'ga', 'kebayang', 'kalo', 'gaada', 'covid', 'segamon', 'surabaya']","[0, '-5', '2', '1', 0, '2', 0, '-3', 0, 0, 0, '-1', 0, 0, 0, '3', 0, 0, '-4', '3', 0, 0, 0, 0, '-3', 0, 0, 0]",-5
in,Prabowo Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/SkukLD0CuY,prabowo subianto puji kepemimpinan jokowi mengendalikan pandemi covid 19 suara surabaya jokowinomics menatamasadepan prabowopetugasrakyat ,"['prabowo', 'subianto', 'puji', 'kepemimpinan', 'jokowi', 'mengendalikan', 'pandemi', 'covid', '19', 'suara', 'surabaya', 'jokowinomics', 'menatamasadepan', 'prabowopetugasrakyat']","[0, 0, '4', 0, 0, 0, '-5', 0, 0, '2', 0, 0, 0, 0]",1
in,"3. Hal tersebut selaras dengan program pemerintah yakni tentang Penanggulangan Penyakit TBC di lingkungan kota Surabaya serta akselerasi capaian vaksinasi COVID-19.

#PTPALIndonesia
#BUMNUntukIndonesia
#WorldClassCompany",selaras program pemerintah penanggulangan penyakit tbc lingkungan kota surabaya akselerasi capaian vaksinasi covid 19 ptpalindonesia bumnuntukindonesia worldclasscompany ,"['selaras', 'program', 'pemerintah', 'penanggulangan', 'penyakit', 'tbc', 'lingkungan', 'kota', 'surabaya', 'akselerasi', 'capaian', 'vaksinasi', 'covid', '19', 'ptpalindonesia', 'bumnuntukindonesia', 'worldclasscompany']","['3', 0, 0, '2', '-4', '-3', '3', '-1', 0, 0, '4', 0, 0, 0, 0, 0, 0]",4
in,1. Surabaya (31/08) Dalam karyawan yang sehat terdapat semangat kerja yang kuat. Upaya peningkatan kesehatan para InsanPAL merupakan sebuah kewajiban. Salah satunya melalui kolaborasi bersama Dinas Kesehatan Pemkot Surabaya pada giat Akselerasi Vaksinasi COVID-19 dan Skrining TBC https://t.co/g5IOS2TBv3,surabaya 31 08 karyawan sehat semangat kerja kuat upaya peningkatan kesehatan insanpal kewajiban salah satunya kolaborasi dinas kesehatan pemkot surabaya giat akselerasi vaksinasi covid 19 skrining tbc ,"['surabaya', '31', '08', 'karyawan', 'sehat', 'semangat', 'kerja', 'kuat', 'upaya', 'peningkatan', 'kesehatan', 'insanpal', 'kewajiban', 'salah', 'satunya', 'kolaborasi', 'dinas', 'kesehatan', 'pemkot', 'surabaya', 'giat', 'akselerasi', 'vaksinasi', 'covid', '19', 'skrining', 'tbc']","[0, 0, 0, '3', '4', '4', '2', '2', '1', 0, 0, 0, 0, '-4', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-3']",9
in,"@CNNIndonesia Bila pilihan nya antara Ganjar, Prabowo atau Anies; andaikan UU memperbolehkan maka @jokowi Lanjut satu periode lagi adalah pilihan paling ideal

IKN Tuntas.
Kereta Cepat sampai Surabaya selesai.
Tol Sumatera, Kalimantan dan Sulawesi lanjut.
Dampak (ekonomi) akibat Covid teratasi",pilihan nya ganjar prabowo anies andaikan uu memperbolehkan periode pilihan ideal ikn tuntas kereta cepat surabaya selesai tol sumatera kalimantan sulawesi dampak ekonomi akibat covid teratasi ,"['pilihan', 'nya', 'ganjar', 'prabowo', 'anies', 'andaikan', 'uu', 'memperbolehkan', 'periode', 'pilihan', 'ideal', 'ikn', 'tuntas', 'kereta', 'cepat', 'surabaya', 'selesai', 'tol', 'sumatera', 'kalimantan', 'sulawesi', 'dampak', 'ekonomi', 'akibat', 'covid', 'teratasi']","['5', 0, '5', 0, 0, 0, 0, 0, 0, '5', '3', 0, '2', '-4', '3', 0, '2', 0, 0, 0, 0, '-3', 0, '1', 0, 0]",19
in,@lavouzenrose EWKWKWKWK mamaku yg nganjuk 😘 aq aslinya kalimantan trus pas covid pindah kesini 😭 di surabaya rumah abang Gresik rumah ayah WOWHH BANYAK BANGET tpi kalau ditanya org mana ya mhanjuk 😭 GADA JKT JKT WKWKWK,ewkwkwkwk mamaku yg nganjuk aq aslinya kalimantan trus pa covid pindah kesini surabaya rumah abang gresik rumah ayah wowhh banget tpi org ya mhanjuk gada jkt jkt wkwkwk ,"['ewkwkwkwk', 'mamaku', 'yg', 'nganjuk', 'aq', 'aslinya', 'kalimantan', 'trus', 'pa', 'covid', 'pindah', 'kesini', 'surabaya', 'rumah', 'abang', 'gresik', 'rumah', 'ayah', 'wowhh', 'banget', 'tpi', 'org', 'ya', 'mhanjuk', 'gada', 'jkt', 'jkt', 'wkwkwk']","[0, 0, 0, 0, 0, 0, 0, 0, '-5', 0, '1', 0, 0, '3', 0, 0, '3', 0, 0, '1', 0, 0, '4', 0, 0, 0, 0, '3']",10
in,dalam survei Indonesia political opinion menyebut Anies Responsif menangani Covid 19 mengalahkan gubernur Jawa Barat dan walikota Surabaya #AniesResponsif,survei indonesia political opinion menyebut anies responsif menangani covid 19 mengalahkan gubernur jawa barat walikota surabaya aniesresponsif ,"['survei', 'indonesia', 'political', 'opinion', 'menyebut', 'anies', 'responsif', 'menangani', 'covid', '19', 'mengalahkan', 'gubernur', 'jawa', 'barat', 'walikota', 'surabaya', 'aniesresponsif']","[0, 0, 0, 0, '3', 0, 0, 0, 0, 0, '-4', 0, 0, 0, 0, 0, 0]",-1
in,"Banyuwangi, https://t.co/L1aPjGFPC2 - Penerbangan rute Banyuwangi-Surabaya kembali dibuka mulai 30 Agustus 2023. Rute tersebut sempat terhenti akibat pandemi Covid-19. Penerbangan ini akan dilayani maskapai Wings Air, jadwalnya seminggu tiga kali.

https://t.co/7c9JwWQOwO",banyuwangi penerbangan rute banyuwangi surabaya dibuka 30 agustus 2023 rute terhenti akibat pandemi covid 19 penerbangan dilayani maskapai wing air jadwalnya seminggu kali ,"['banyuwangi', 'penerbangan', 'rute', 'banyuwangi', 'surabaya', 'dibuka', '30', 'agustus', '2023', 'rute', 'terhenti', 'akibat', 'pandemi', 'covid', '19', 'penerbangan', 'dilayani', 'maskapai', 'wing', 'air', 'jadwalnya', 'seminggu', 'kali']","[0, 0, '2', 0, 0, 0, 0, 0, 0, '2', '-3', '1', '-5', 0, 0, 0, 0, '3', 0, '-1', 0, 0, 0]",-1
in,"@collegemenfess Wkwkwk ini bawaannya sama kaya waktu gua olimpiade ke surabaya seminggu, gua keknya kalo 45 hari nyewa gobox deh 🤣 untung gara2 covid kampus ngeconvert kkn jadi bikin jurnal ilmiah ga kebayang betapa repotnya",wkwkwk bawaannya kaya gua olimpiade surabaya seminggu gua keknya kalo 45 nyewa gobox deh untung gara2 covid kampus ngeconvert kkn bikin jurnal ilmiah ga kebayang betapa repotnya ,"['wkwkwk', 'bawaannya', 'kaya', 'gua', 'olimpiade', 'surabaya', 'seminggu', 'gua', 'keknya', 'kalo', '45', 'nyewa', 'gobox', 'deh', 'untung', 'gara2', 'covid', 'kampus', 'ngeconvert', 'kkn', 'bikin', 'jurnal', 'ilmiah', 'ga', 'kebayang', 'betapa', 'repotnya']","['3', 0, '2', '-3', 0, 0, 0, '-3', 0, 0, 0, 0, 0, 0, '3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '4', 0]",6
in,"Kabar gembira bagi para penggemar wisata dan perjalanan udara. 

Rute penerbangan Surabaya-Banyuwangi atau sebaliknya kembali dibuka setelah sempat terhenti akibat pandemi Covid-19.",kabar gembira penggemar wisata perjalanan udara rute penerbangan surabaya banyuwangi dibuka terhenti akibat pandemi covid 19 ,"['kabar', 'gembira', 'penggemar', 'wisata', 'perjalanan', 'udara', 'rute', 'penerbangan', 'surabaya', 'banyuwangi', 'dibuka', 'terhenti', 'akibat', 'pandemi', 'covid', '19']","['2', '5', 0, 0, 0, '-4', '2', 0, 0, 0, 0, '-3', '1', '-5', 0, 0]",-2
in,"@govoes sejak 2019 banyak bermunculan vendor baru.. banyak vendor baru yang ngrusak harga pasar,.. +saat covid vendor baru dan vendor jam terbang tinggi seperti terlihat seakan bedanya tipis.. ya gitulah bli.. wkwk (lokasi Surabaya).",2019 bermunculan vendor vendor ngrusak harga pasar covid vendor vendor jam terbang seakan bedanya tipi ya gitulah bli wkwk lokasi surabaya ,"['2019', 'bermunculan', 'vendor', 'vendor', 'ngrusak', 'harga', 'pasar', 'covid', 'vendor', 'vendor', 'jam', 'terbang', 'seakan', 'bedanya', 'tipi', 'ya', 'gitulah', 'bli', 'wkwk', 'lokasi', 'surabaya']","[0, 0, 0, 0, 0, '3', 0, 0, 0, 0, 0, 0, 0, 0, 0, '4', 0, 0, 0, 0, 0]",7
in,"Sebenernya ga punya, karena aku bukan tipe yang terlalu mikirin kenapa buat salah, tapi gimana cara nyelesainnya.

Cuma aku masih kadang suka mikir kenapa waktu itu aku nggak pulang ke Surabaya waktu papaku covid. Padahal UAS online. 😂 Pulang disambut kabar duka tuh gaenak.",sebenernya ga tipe mikirin salah gimana nyelesainnya kadang suka mikir nggak pulang surabaya papaku covid uas online pulang disambut kabar duka tuh gaenak ,"['sebenernya', 'ga', 'tipe', 'mikirin', 'salah', 'gimana', 'nyelesainnya', 'kadang', 'suka', 'mikir', 'nggak', 'pulang', 'surabaya', 'papaku', 'covid', 'uas', 'online', 'pulang', 'disambut', 'kabar', 'duka', 'tuh', 'gaenak']","['1', 0, 0, '-3', '-4', 0, 0, '3', '3', '2', '1', 0, 0, 0, 0, 0, 0, 0, 0, '2', '4', 0, '-3']",6
